Site/Site AQS/Param/POC,Date.LST,ugPerMeter3
Rossiter Pump H/300490026/PM2.5-88101/3,5/12/2018,4.1
Rossiter Pump H/300490026/PM2.5-88101/3,5/13/2018,4.7
Rossiter Pump H/300490026/PM2.5-88101/3,5/14/2018,5.5
Rossiter Pump H/300490026/PM2.5-88101/3,5/15/2018,8.3
Rossiter Pump H/300490026/PM2.5-88101/3,5/16/2018,6.3
Rossiter Pump H/300490026/PM2.5-88101/3,5/17/2018,5.9
Rossiter Pump H/300490026/PM2.5-88101/3,5/18/2018,1.2
Rossiter Pump H/300490026/PM2.5-88101/3,5/19/2018,1.4
Rossiter Pump H/300490026/PM2.5-88101/3,5/20/2018,4.3
Rossiter Pump H/300490026/PM2.5-88101/3,5/21/2018,4.5
Rossiter Pump H/300490026/PM2.5-88101/3,5/22/2018,5.5
Rossiter Pump H/300490026/PM2.5-88101/3,5/23/2018,4.6
Rossiter Pump H/300490026/PM2.5-88101/3,5/24/2018,5.6
Rossiter Pump H/300490026/PM2.5-88101/3,5/25/2018,4.7
Rossiter Pump H/300490026/PM2.5-88101/3,5/26/2018,2.7
Rossiter Pump H/300490026/PM2.5-88101/3,5/27/2018,4.7
Rossiter Pump H/300490026/PM2.5-88101/3,5/28/2018,4.9
Rossiter Pump H/300490026/PM2.5-88101/3,5/29/2018,5.2
Rossiter Pump H/300490026/PM2.5-88101/3,5/30/2018,6.2
Rossiter Pump H/300490026/PM2.5-88101/3,5/31/2018,2.6
Rossiter Pump H/300490026/PM2.5-88101/3,6/1/2018,2.7
Rossiter Pump H/300490026/PM2.5-88101/3,6/2/2018,3.8
Rossiter Pump H/300490026/PM2.5-88101/3,6/3/2018,4.6
Rossiter Pump H/300490026/PM2.5-88101/3,6/4/2018,5.1
Rossiter Pump H/300490026/PM2.5-88101/3,6/5/2018,4.2
Rossiter Pump H/300490026/PM2.5-88101/3,6/6/2018,5.3
Rossiter Pump H/300490026/PM2.5-88101/3,6/7/2018,4.2
Rossiter Pump H/300490026/PM2.5-88101/3,6/8/2018,5.8
Rossiter Pump H/300490026/PM2.5-88101/3,6/9/2018,7.7
Rossiter Pump H/300490026/PM2.5-88101/3,6/10/2018,1.8
Rossiter Pump H/300490026/PM2.5-88101/3,6/11/2018,2.8
Rossiter Pump H/300490026/PM2.5-88101/3,6/12/2018,2.2
Rossiter Pump H/300490026/PM2.5-88101/3,6/13/2018,4.5
Rossiter Pump H/300490026/PM2.5-88101/3,6/14/2018,5.7
Rossiter Pump H/300490026/PM2.5-88101/3,6/15/2018,3.3
Rossiter Pump H/300490026/PM2.5-88101/3,6/16/2018,2.8
Rossiter Pump H/300490026/PM2.5-88101/3,6/17/2018,1.1
Rossiter Pump H/300490026/PM2.5-88101/3,6/18/2018,1.3
Rossiter Pump H/300490026/PM2.5-88101/3,6/19/2018,2.3
Rossiter Pump H/300490026/PM2.5-88101/3,6/20/2018,4.9
Rossiter Pump H/300490026/PM2.5-88101/3,6/21/2018,4.2
Rossiter Pump H/300490026/PM2.5-88101/3,6/22/2018,4.5
Rossiter Pump H/300490026/PM2.5-88101/3,6/23/2018,2.6
Rossiter Pump H/300490026/PM2.5-88101/3,6/24/2018,3.3
Rossiter Pump H/300490026/PM2.5-88101/3,6/25/2018,5
Rossiter Pump H/300490026/PM2.5-88101/3,6/26/2018,3
Rossiter Pump H/300490026/PM2.5-88101/3,6/27/2018,2.5
Rossiter Pump H/300490026/PM2.5-88101/3,6/28/2018,4.7
Rossiter Pump H/300490026/PM2.5-88101/3,6/29/2018,3.7
Rossiter Pump H/300490026/PM2.5-88101/3,6/30/2018,2.2
Rossiter Pump H/300490026/PM2.5-88101/3,7/1/2018,2.5
Rossiter Pump H/300490026/PM2.5-88101/3,7/2/2018,3.3
Rossiter Pump H/300490026/PM2.5-88101/3,7/3/2018,5.9
Rossiter Pump H/300490026/PM2.5-88101/3,7/4/2018,8.3
Rossiter Pump H/300490026/PM2.5-88101/3,7/5/2018,5.1
Rossiter Pump H/300490026/PM2.5-88101/3,7/6/2018,9.7
Rossiter Pump H/300490026/PM2.5-88101/3,7/7/2018,6.3
Rossiter Pump H/300490026/PM2.5-88101/3,7/8/2018,8.3
Rossiter Pump H/300490026/PM2.5-88101/3,7/9/2018,10.4
Rossiter Pump H/300490026/PM2.5-88101/3,7/10/2018,10.8
Rossiter Pump H/300490026/PM2.5-88101/3,7/11/2018,4.2
Rossiter Pump H/300490026/PM2.5-88101/3,7/12/2018,6.1
Rossiter Pump H/300490026/PM2.5-88101/3,7/13/2018,9.4
Rossiter Pump H/300490026/PM2.5-88101/3,7/14/2018,8.1
Rossiter Pump H/300490026/PM2.5-88101/3,7/15/2018,6.3
Rossiter Pump H/300490026/PM2.5-88101/3,7/16/2018,9
Rossiter Pump H/300490026/PM2.5-88101/3,7/17/2018,9.7
Rossiter Pump H/300490026/PM2.5-88101/3,7/18/2018,9.1
Rossiter Pump H/300490026/PM2.5-88101/3,7/19/2018,9.3
Rossiter Pump H/300490026/PM2.5-88101/3,7/20/2018,10
Rossiter Pump H/300490026/PM2.5-88101/3,7/21/2018,9.5
Rossiter Pump H/300490026/PM2.5-88101/3,7/22/2018,6.2
Rossiter Pump H/300490026/PM2.5-88101/3,7/23/2018,5.3
Rossiter Pump H/300490026/PM2.5-88101/3,7/24/2018,6.9
Rossiter Pump H/300490026/PM2.5-88101/3,7/25/2018,5.8
Rossiter Pump H/300490026/PM2.5-88101/3,7/26/2018,7.9
Rossiter Pump H/300490026/PM2.5-88101/3,7/27/2018,6.6
Rossiter Pump H/300490026/PM2.5-88101/3,7/28/2018,8.2
Rossiter Pump H/300490026/PM2.5-88101/3,7/29/2018,9.9
Rossiter Pump H/300490026/PM2.5-88101/3,7/30/2018,9.6
Rossiter Pump H/300490026/PM2.5-88101/3,7/31/2018,13.7
Rossiter Pump H/300490026/PM2.5-88101/3,8/1/2018,22
Rossiter Pump H/300490026/PM2.5-88101/3,8/2/2018,26.4
Rossiter Pump H/300490026/PM2.5-88101/3,8/3/2018,10.8
Rossiter Pump H/300490026/PM2.5-88101/3,8/4/2018,9
Rossiter Pump H/300490026/PM2.5-88101/3,8/5/2018,8.9
Rossiter Pump H/300490026/PM2.5-88101/3,8/6/2018,9.7
Rossiter Pump H/300490026/PM2.5-88101/3,8/7/2018,14.6
Rossiter Pump H/300490026/PM2.5-88101/3,8/8/2018,20.1
Rossiter Pump H/300490026/PM2.5-88101/3,8/9/2018,18.7
Rossiter Pump H/300490026/PM2.5-88101/3,8/10/2018,22.7
Rossiter Pump H/300490026/PM2.5-88101/3,8/11/2018,20.9
Rossiter Pump H/300490026/PM2.5-88101/3,8/12/2018,17.8
Rossiter Pump H/300490026/PM2.5-88101/3,8/13/2018,19.3
Rossiter Pump H/300490026/PM2.5-88101/3,8/14/2018,17.5
Rossiter Pump H/300490026/PM2.5-88101/3,8/15/2018,19.6
Rossiter Pump H/300490026/PM2.5-88101/3,8/16/2018,24.9
Rossiter Pump H/300490026/PM2.5-88101/3,8/17/2018,29.7
Rossiter Pump H/300490026/PM2.5-88101/3,8/18/2018,41.5
Rossiter Pump H/300490026/PM2.5-88101/3,8/19/2018,81.2
Rossiter Pump H/300490026/PM2.5-88101/3,8/20/2018,30.9
Rossiter Pump H/300490026/PM2.5-88101/3,8/21/2018,11.8
Rossiter Pump H/300490026/PM2.5-88101/3,8/22/2018,15.4
Rossiter Pump H/300490026/PM2.5-88101/3,8/23/2018,35.9
Rossiter Pump H/300490026/PM2.5-88101/3,8/24/2018,39.7
Rossiter Pump H/300490026/PM2.5-88101/3,8/25/2018,25.7
Rossiter Pump H/300490026/PM2.5-88101/3,8/26/2018,6.7
Rossiter Pump H/300490026/PM2.5-88101/3,8/27/2018,4.4
Rossiter Pump H/300490026/PM2.5-88101/3,8/28/2018,6.4
Seeley Elementa/300630038/PM2.5-88502/3,1/1/2018,23.2
Seeley Elementa/300630038/PM2.5-88502/3,1/2/2018,11.8
Seeley Elementa/300630038/PM2.5-88502/3,1/3/2018,18.8
Seeley Elementa/300630038/PM2.5-88502/3,1/4/2018,16.6
Seeley Elementa/300630038/PM2.5-88502/3,1/5/2018,10.9
Seeley Elementa/300630038/PM2.5-88502/3,1/6/2018,21.7
Seeley Elementa/300630038/PM2.5-88502/3,1/7/2018,18.4
Seeley Elementa/300630038/PM2.5-88502/3,1/8/2018,31.6
Seeley Elementa/300630038/PM2.5-88502/3,1/9/2018,24.3
Seeley Elementa/300630038/PM2.5-88502/3,1/10/2018,8.5
Seeley Elementa/300630038/PM2.5-88502/3,1/11/2018,8.9
Seeley Elementa/300630038/PM2.5-88502/3,1/12/2018,17.9
Seeley Elementa/300630038/PM2.5-88502/3,1/13/2018,16.9
Seeley Elementa/300630038/PM2.5-88502/3,1/14/2018,10.5
Seeley Elementa/300630038/PM2.5-88502/3,1/15/2018,11.4
Seeley Elementa/300630038/PM2.5-88502/3,1/16/2018,20
Seeley Elementa/300630038/PM2.5-88502/3,1/17/2018,26.3
Seeley Elementa/300630038/PM2.5-88502/3,1/18/2018,29
Seeley Elementa/300630038/PM2.5-88502/3,1/19/2018,20.8
Seeley Elementa/300630038/PM2.5-88502/3,1/20/2018,28.8
Seeley Elementa/300630038/PM2.5-88502/3,1/21/2018,23.3
Seeley Elementa/300630038/PM2.5-88502/3,1/22/2018,20.1
Seeley Elementa/300630038/PM2.5-88502/3,1/23/2018,31
Seeley Elementa/300630038/PM2.5-88502/3,1/24/2018,23.8
Seeley Elementa/300630038/PM2.5-88502/3,1/25/2018,29.5
Seeley Elementa/300630038/PM2.5-88502/3,1/26/2018,27
Seeley Elementa/300630038/PM2.5-88502/3,1/27/2018,17
Seeley Elementa/300630038/PM2.5-88502/3,1/28/2018,12.4
Seeley Elementa/300630038/PM2.5-88502/3,1/29/2018,21.5
Seeley Elementa/300630038/PM2.5-88502/3,1/30/2018,5.3
Seeley Elementa/300630038/PM2.5-88502/3,1/31/2018,8.3
Seeley Elementa/300630038/PM2.5-88502/3,2/1/2018,23.8
Seeley Elementa/300630038/PM2.5-88502/3,2/2/2018,26.9
Seeley Elementa/300630038/PM2.5-88502/3,2/3/2018,5.4
Seeley Elementa/300630038/PM2.5-88502/3,2/4/2018,8.9
Seeley Elementa/300630038/PM2.5-88502/3,2/5/2018,10
Seeley Elementa/300630038/PM2.5-88502/3,2/6/2018,19.3
Seeley Elementa/300630038/PM2.5-88502/3,2/7/2018,21.2
Seeley Elementa/300630038/PM2.5-88502/3,2/8/2018,8.7
Seeley Elementa/300630038/PM2.5-88502/3,2/9/2018,8
Seeley Elementa/300630038/PM2.5-88502/3,2/10/2018,14.1
Seeley Elementa/300630038/PM2.5-88502/3,2/11/2018,17.7
Seeley Elementa/300630038/PM2.5-88502/3,2/12/2018,14.2
Seeley Elementa/300630038/PM2.5-88502/3,2/13/2018,25.8
Seeley Elementa/300630038/PM2.5-88502/3,2/14/2018,26
Seeley Elementa/300630038/PM2.5-88502/3,2/15/2018,12
Seeley Elementa/300630038/PM2.5-88502/3,2/16/2018,17.7
Seeley Elementa/300630038/PM2.5-88502/3,2/17/2018,12.9
Seeley Elementa/300630038/PM2.5-88502/3,2/18/2018,5.6
Seeley Elementa/300630038/PM2.5-88502/3,2/19/2018,8.2
Seeley Elementa/300630038/PM2.5-88502/3,2/20/2018,21.4
Seeley Elementa/300630038/PM2.5-88502/3,2/21/2018,20.9
Seeley Elementa/300630038/PM2.5-88502/3,2/22/2018,21.1
Seeley Elementa/300630038/PM2.5-88502/3,2/23/2018,22
Seeley Elementa/300630038/PM2.5-88502/3,2/24/2018,18.5
Seeley Elementa/300630038/PM2.5-88502/3,2/25/2018,4.3
Seeley Elementa/300630038/PM2.5-88502/3,2/26/2018,13.9
Seeley Elementa/300630038/PM2.5-88502/3,2/27/2018,22.4
Seeley Elementa/300630038/PM2.5-88502/3,2/28/2018,20.1
Seeley Elementa/300630038/PM2.5-88502/3,3/1/2018,22
Seeley Elementa/300630038/PM2.5-88502/3,3/2/2018,9.9
Seeley Elementa/300630038/PM2.5-88502/3,3/3/2018,18.5
Seeley Elementa/300630038/PM2.5-88502/3,3/4/2018,11.6
Seeley Elementa/300630038/PM2.5-88502/3,3/5/2018,7.1
Seeley Elementa/300630038/PM2.5-88502/3,3/6/2018,27.3
Seeley Elementa/300630038/PM2.5-88502/3,3/7/2018,31.8
Seeley Elementa/300630038/PM2.5-88502/3,3/8/2018,17.2
Seeley Elementa/300630038/PM2.5-88502/3,3/9/2018,6.9
Seeley Elementa/300630038/PM2.5-88502/3,3/10/2018,10.7
Seeley Elementa/300630038/PM2.5-88502/3,3/11/2018,19.4
Seeley Elementa/300630038/PM2.5-88502/3,3/12/2018,24
Seeley Elementa/300630038/PM2.5-88502/3,3/13/2018,24.3
Seeley Elementa/300630038/PM2.5-88502/3,3/14/2018,19.2
Seeley Elementa/300630038/PM2.5-88502/3,3/15/2018,5.9
Seeley Elementa/300630038/PM2.5-88502/3,3/16/2018,19.9
Seeley Elementa/300630038/PM2.5-88502/3,3/17/2018,9.1
Seeley Elementa/300630038/PM2.5-88502/3,3/18/2018,9.1
Seeley Elementa/300630038/PM2.5-88502/3,3/19/2018,10.3
Seeley Elementa/300630038/PM2.5-88502/3,3/20/2018,20
Seeley Elementa/300630038/PM2.5-88502/3,3/21/2018,19.6
Seeley Elementa/300630038/PM2.5-88502/3,3/22/2018,20.2
Seeley Elementa/300630038/PM2.5-88502/3,3/23/2018,6
Seeley Elementa/300630038/PM2.5-88502/3,3/24/2018,7.9
Seeley Elementa/300630038/PM2.5-88502/3,3/25/2018,10
Seeley Elementa/300630038/PM2.5-88502/3,3/26/2018,4.6
Seeley Elementa/300630038/PM2.5-88502/3,3/27/2018,6.3
Seeley Elementa/300630038/PM2.5-88502/3,3/28/2018,5.9
Seeley Elementa/300630038/PM2.5-88502/3,3/29/2018,6.3
Seeley Elementa/300630038/PM2.5-88502/3,3/30/2018,10
Seeley Elementa/300630038/PM2.5-88502/3,3/31/2018,4.1
Seeley Elementa/300630038/PM2.5-88502/3,4/1/2018,10.1
Seeley Elementa/300630038/PM2.5-88502/3,4/2/2018,5.7
Seeley Elementa/300630038/PM2.5-88502/3,4/3/2018,7.5
Seeley Elementa/300630038/PM2.5-88502/3,4/4/2018,7.3
Seeley Elementa/300630038/PM2.5-88502/3,4/5/2018,15.4
Seeley Elementa/300630038/PM2.5-88502/3,4/6/2018,8.3
Seeley Elementa/300630038/PM2.5-88502/3,4/7/2018,12.6
Seeley Elementa/300630038/PM2.5-88502/3,4/8/2018,11.5
Seeley Elementa/300630038/PM2.5-88502/3,4/9/2018,13.8
Seeley Elementa/300630038/PM2.5-88502/3,4/10/2018,16.2
Seeley Elementa/300630038/PM2.5-88502/3,4/11/2018,11.3
Seeley Elementa/300630038/PM2.5-88502/3,4/12/2018,11.3
Seeley Elementa/300630038/PM2.5-88502/3,4/13/2018,7.7
Seeley Elementa/300630038/PM2.5-88502/3,4/14/2018,7.7
Seeley Elementa/300630038/PM2.5-88502/3,4/15/2018,12.4
Seeley Elementa/300630038/PM2.5-88502/3,4/16/2018,7.3
Seeley Elementa/300630038/PM2.5-88502/3,4/17/2018,5.8
Seeley Elementa/300630038/PM2.5-88502/3,4/18/2018,10
Seeley Elementa/300630038/PM2.5-88502/3,4/19/2018,11.1
Seeley Elementa/300630038/PM2.5-88502/3,4/20/2018,10.6
Seeley Elementa/300630038/PM2.5-88502/3,4/21/2018,10.8
Seeley Elementa/300630038/PM2.5-88502/3,4/22/2018,6
Seeley Elementa/300630038/PM2.5-88502/3,4/23/2018,11.8
Seeley Elementa/300630038/PM2.5-88502/3,4/24/2018,6.4
Seeley Elementa/300630038/PM2.5-88502/3,4/25/2018,9.8
Seeley Elementa/300630038/PM2.5-88502/3,4/26/2018,11.8
Seeley Elementa/300630038/PM2.5-88502/3,4/27/2018,13.5
Seeley Elementa/300630038/PM2.5-88502/3,4/28/2018,8.6
Seeley Elementa/300630038/PM2.5-88502/3,4/29/2018,2.7
Seeley Elementa/300630038/PM2.5-88502/3,4/30/2018,1.6
Seeley Elementa/300630038/PM2.5-88502/3,5/1/2018,4.7
Seeley Elementa/300630038/PM2.5-88502/3,5/2/2018,7.4
Seeley Elementa/300630038/PM2.5-88502/3,5/3/2018,7.3
Seeley Elementa/300630038/PM2.5-88502/3,5/4/2018,9.3
Seeley Elementa/300630038/PM2.5-88502/3,5/5/2018,8.4
Seeley Elementa/300630038/PM2.5-88502/3,5/6/2018,7.2
Seeley Elementa/300630038/PM2.5-88502/3,5/7/2018,2.1
Seeley Elementa/300630038/PM2.5-88502/3,5/8/2018,4.5
Seeley Elementa/300630038/PM2.5-88502/3,5/9/2018,4.4
Seeley Elementa/300630038/PM2.5-88502/3,5/10/2018,2.6
Seeley Elementa/300630038/PM2.5-88502/3,5/11/2018,1.3
Seeley Elementa/300630038/PM2.5-88502/3,5/12/2018,4.4
Seeley Elementa/300630038/PM2.5-88502/3,5/13/2018,5.4
Seeley Elementa/300630038/PM2.5-88502/3,5/14/2018,7.2
Seeley Elementa/300630038/PM2.5-88502/3,5/15/2018,7.8
Seeley Elementa/300630038/PM2.5-88502/3,5/16/2018,8.2
Seeley Elementa/300630038/PM2.5-88502/3,5/17/2018,7.5
Seeley Elementa/300630038/PM2.5-88502/3,5/18/2018,1.8
Seeley Elementa/300630038/PM2.5-88502/3,5/19/2018,2.5
Seeley Elementa/300630038/PM2.5-88502/3,5/20/2018,4.1
Seeley Elementa/300630038/PM2.5-88502/3,5/21/2018,5.6
Seeley Elementa/300630038/PM2.5-88502/3,5/22/2018,4.9
Seeley Elementa/300630038/PM2.5-88502/3,5/23/2018,4.1
Seeley Elementa/300630038/PM2.5-88502/3,5/24/2018,3.2
Seeley Elementa/300630038/PM2.5-88502/3,5/25/2018,5.3
Seeley Elementa/300630038/PM2.5-88502/3,5/26/2018,4.1
Seeley Elementa/300630038/PM2.5-88502/3,5/27/2018,6.2
Seeley Elementa/300630038/PM2.5-88502/3,5/28/2018,6.8
Seeley Elementa/300630038/PM2.5-88502/3,5/29/2018,4.1
Seeley Elementa/300630038/PM2.5-88502/3,5/30/2018,2.1
Seeley Elementa/300630038/PM2.5-88502/3,5/31/2018,4.1
Seeley Elementa/300630038/PM2.5-88502/3,6/1/2018,1.3
Seeley Elementa/300630038/PM2.5-88502/3,6/2/2018,3.2
Seeley Elementa/300630038/PM2.5-88502/3,6/3/2018,2.3
Seeley Elementa/300630038/PM2.5-88502/3,6/4/2018,2.2
Seeley Elementa/300630038/PM2.5-88502/3,6/5/2018,2.9
Seeley Elementa/300630038/PM2.5-88502/3,6/6/2018,4.2
Seeley Elementa/300630038/PM2.5-88502/3,6/7/2018,6.6
Seeley Elementa/300630038/PM2.5-88502/3,6/8/2018,6.7
Seeley Elementa/300630038/PM2.5-88502/3,6/9/2018,8.1
Seeley Elementa/300630038/PM2.5-88502/3,6/10/2018,1
Seeley Elementa/300630038/PM2.5-88502/3,6/11/2018,2.8
Seeley Elementa/300630038/PM2.5-88502/3,6/12/2018,3.8
Seeley Elementa/300630038/PM2.5-88502/3,6/13/2018,2.1
Seeley Elementa/300630038/PM2.5-88502/3,6/14/2018,1.2
Seeley Elementa/300630038/PM2.5-88502/3,6/15/2018,2.2
Seeley Elementa/300630038/PM2.5-88502/3,6/16/2018,2.3
Seeley Elementa/300630038/PM2.5-88502/3,6/17/2018,3
Seeley Elementa/300630038/PM2.5-88502/3,6/18/2018,1.9
Seeley Elementa/300630038/PM2.5-88502/3,6/19/2018,1.8
Seeley Elementa/300630038/PM2.5-88502/3,6/20/2018,2.2
Seeley Elementa/300630038/PM2.5-88502/3,6/21/2018,4.3
Seeley Elementa/300630038/PM2.5-88502/3,6/22/2018,4.3
Seeley Elementa/300630038/PM2.5-88502/3,6/23/2018,3.7
Seeley Elementa/300630038/PM2.5-88502/3,6/24/2018,2.7
Seeley Elementa/300630038/PM2.5-88502/3,6/25/2018,4.4
Seeley Elementa/300630038/PM2.5-88502/3,6/26/2018,2.5
Seeley Elementa/300630038/PM2.5-88502/3,6/27/2018,2.8
Seeley Elementa/300630038/PM2.5-88502/3,6/28/2018,3.7
Seeley Elementa/300630038/PM2.5-88502/3,6/29/2018,2.1
Seeley Elementa/300630038/PM2.5-88502/3,6/30/2018,2.6
Seeley Elementa/300630038/PM2.5-88502/3,7/1/2018,0.8
Seeley Elementa/300630038/PM2.5-88502/3,7/2/2018,2.9
Seeley Elementa/300630038/PM2.5-88502/3,7/3/2018,1.3
Seeley Elementa/300630038/PM2.5-88502/3,7/4/2018,7.2
Seeley Elementa/300630038/PM2.5-88502/3,7/5/2018,7.2
Seeley Elementa/300630038/PM2.5-88502/3,7/6/2018,8.4
Seeley Elementa/300630038/PM2.5-88502/3,7/7/2018,9.7
Seeley Elementa/300630038/PM2.5-88502/3,7/8/2018,8.2
Seeley Elementa/300630038/PM2.5-88502/3,7/9/2018,7.9
Seeley Elementa/300630038/PM2.5-88502/3,7/10/2018,7.5
Seeley Elementa/300630038/PM2.5-88502/3,7/11/2018,2.5
Seeley Elementa/300630038/PM2.5-88502/3,7/12/2018,3.8
Seeley Elementa/300630038/PM2.5-88502/3,7/13/2018,7
Seeley Elementa/300630038/PM2.5-88502/3,7/14/2018,5.8
Seeley Elementa/300630038/PM2.5-88502/3,7/15/2018,5.7
Seeley Elementa/300630038/PM2.5-88502/3,7/16/2018,10.2
Seeley Elementa/300630038/PM2.5-88502/3,7/17/2018,10.6
Seeley Elementa/300630038/PM2.5-88502/3,7/18/2018,10.4
Seeley Elementa/300630038/PM2.5-88502/3,7/19/2018,8.8
Seeley Elementa/300630038/PM2.5-88502/3,7/20/2018,7.9
Seeley Elementa/300630038/PM2.5-88502/3,7/21/2018,8.2
Seeley Elementa/300630038/PM2.5-88502/3,7/22/2018,9.6
Seeley Elementa/300630038/PM2.5-88502/3,7/23/2018,7.7
Seeley Elementa/300630038/PM2.5-88502/3,7/24/2018,6.9
Seeley Elementa/300630038/PM2.5-88502/3,7/25/2018,9.7
Seeley Elementa/300630038/PM2.5-88502/3,7/26/2018,7.3
Seeley Elementa/300630038/PM2.5-88502/3,7/27/2018,8.7
Seeley Elementa/300630038/PM2.5-88502/3,7/28/2018,8.2
Seeley Elementa/300630038/PM2.5-88502/3,7/29/2018,9
Seeley Elementa/300630038/PM2.5-88502/3,7/30/2018,7.5
Seeley Elementa/300630038/PM2.5-88502/3,7/31/2018,13.1
Seeley Elementa/300630038/PM2.5-88502/3,8/1/2018,21.2
Seeley Elementa/300630038/PM2.5-88502/3,8/2/2018,15.2
Seeley Elementa/300630038/PM2.5-88502/3,8/3/2018,8.2
Seeley Elementa/300630038/PM2.5-88502/3,8/4/2018,13.2
Seeley Elementa/300630038/PM2.5-88502/3,8/5/2018,11.2
Seeley Elementa/300630038/PM2.5-88502/3,8/6/2018,8.4
Seeley Elementa/300630038/PM2.5-88502/3,8/7/2018,20.7
Seeley Elementa/300630038/PM2.5-88502/3,8/8/2018,25.8
Seeley Elementa/300630038/PM2.5-88502/3,8/9/2018,18.5
Seeley Elementa/300630038/PM2.5-88502/3,8/10/2018,24
Seeley Elementa/300630038/PM2.5-88502/3,8/11/2018,17.3
Seeley Elementa/300630038/PM2.5-88502/3,8/12/2018,9.8
Seeley Elementa/300630038/PM2.5-88502/3,8/13/2018,11.7
Seeley Elementa/300630038/PM2.5-88502/3,8/14/2018,16.7
Seeley Elementa/300630038/PM2.5-88502/3,8/15/2018,20.5
Seeley Elementa/300630038/PM2.5-88502/3,8/16/2018,24.9
Seeley Elementa/300630038/PM2.5-88502/3,8/17/2018,23.2
Seeley Elementa/300630038/PM2.5-88502/3,8/18/2018,32.5
Seeley Elementa/300630038/PM2.5-88502/3,8/19/2018,59.7
Seeley Elementa/300630038/PM2.5-88502/3,8/20/2018,31.7
Seeley Elementa/300630038/PM2.5-88502/3,8/21/2018,11
Seeley Elementa/300630038/PM2.5-88502/3,8/22/2018,12.3
Seeley Elementa/300630038/PM2.5-88502/3,8/23/2018,32.5
Seeley Elementa/300630038/PM2.5-88502/3,8/24/2018,15.1
Seeley Elementa/300630038/PM2.5-88502/3,8/25/2018,20
Seeley Elementa/300630038/PM2.5-88502/3,8/26/2018,7.6
Seeley Elementa/300630038/PM2.5-88502/3,8/27/2018,3.9
Seeley Elementa/300630038/PM2.5-88502/3,8/28/2018,0.5
Sidney 201/300830002/PM2.5-88101/3,1/1/2018,2.7
Sidney 201/300830002/PM2.5-88101/3,1/2/2018,3.9
Sidney 201/300830002/PM2.5-88101/3,1/3/2018,2.1
Sidney 201/300830002/PM2.5-88101/3,1/4/2018,3.1
Sidney 201/300830002/PM2.5-88101/3,1/5/2018,9.2
Sidney 201/300830002/PM2.5-88101/3,1/6/2018,3.2
Sidney 201/300830002/PM2.5-88101/3,1/7/2018,5.9
Sidney 201/300830002/PM2.5-88101/3,1/8/2018,1.7
Sidney 201/300830002/PM2.5-88101/3,1/9/2018,1.9
Sidney 201/300830002/PM2.5-88101/3,1/10/2018,6.6
Sidney 201/300830002/PM2.5-88101/3,1/11/2018,3.2
Sidney 201/300830002/PM2.5-88101/3,1/12/2018,5.8
Sidney 201/300830002/PM2.5-88101/3,1/13/2018,3.5
Sidney 201/300830002/PM2.5-88101/3,1/14/2018,3.7
Sidney 201/300830002/PM2.5-88101/3,1/15/2018,2.9
Sidney 201/300830002/PM2.5-88101/3,1/16/2018,0
Sidney 201/300830002/PM2.5-88101/3,1/17/2018,1.8
Sidney 201/300830002/PM2.5-88101/3,1/18/2018,1.5
Sidney 201/300830002/PM2.5-88101/3,1/19/2018,2
Sidney 201/300830002/PM2.5-88101/3,1/20/2018,1.4
Sidney 201/300830002/PM2.5-88101/3,1/21/2018,1.1
Sidney 201/300830002/PM2.5-88101/3,1/22/2018,2.3
Sidney 201/300830002/PM2.5-88101/3,1/23/2018,1.6
Sidney 201/300830002/PM2.5-88101/3,1/24/2018,1.3
Sidney 201/300830002/PM2.5-88101/3,1/25/2018,2.7
Sidney 201/300830002/PM2.5-88101/3,1/26/2018,7.5
Sidney 201/300830002/PM2.5-88101/3,1/27/2018,5.7
Sidney 201/300830002/PM2.5-88101/3,1/28/2018,4.8
Sidney 201/300830002/PM2.5-88101/3,1/29/2018,4.5
Sidney 201/300830002/PM2.5-88101/3,1/30/2018,3.6
Sidney 201/300830002/PM2.5-88101/3,1/31/2018,4.3
Sidney 201/300830002/PM2.5-88101/3,2/1/2018,1.7
Sidney 201/300830002/PM2.5-88101/3,2/2/2018,3.3
Sidney 201/300830002/PM2.5-88101/3,2/3/2018,6
Sidney 201/300830002/PM2.5-88101/3,2/4/2018,1.4
Sidney 201/300830002/PM2.5-88101/3,2/5/2018,4.7
Sidney 201/300830002/PM2.5-88101/3,2/6/2018,7
Sidney 201/300830002/PM2.5-88101/3,2/7/2018,6.6
Sidney 201/300830002/PM2.5-88101/3,2/8/2018,4.8
Sidney 201/300830002/PM2.5-88101/3,2/9/2018,3.7
Sidney 201/300830002/PM2.5-88101/3,2/10/2018,2.2
Sidney 201/300830002/PM2.5-88101/3,2/11/2018,3.7
Sidney 201/300830002/PM2.5-88101/3,2/12/2018,4.1
Sidney 201/300830002/PM2.5-88101/3,2/13/2018,1.2
Sidney 201/300830002/PM2.5-88101/3,2/14/2018,3.5
Sidney 201/300830002/PM2.5-88101/3,2/15/2018,6.1
Sidney 201/300830002/PM2.5-88101/3,2/16/2018,1
Sidney 201/300830002/PM2.5-88101/3,2/17/2018,3.8
Sidney 201/300830002/PM2.5-88101/3,2/18/2018,3.7
Sidney 201/300830002/PM2.5-88101/3,2/19/2018,2.5
Sidney 201/300830002/PM2.5-88101/3,2/20/2018,2.6
Sidney 201/300830002/PM2.5-88101/3,2/21/2018,3.5
