"Agency","Site","Site AQS","Param","Param AQS","POC","Method","Duration","Date (LST)","Unit","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","Average","Max"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/03/2018","UG/M3","14.7","","","","","","","","","","","","","","","","","","","","","","","","14.7","14.7"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/04/2018","UG/M3","11.2","","","","","","","","","","","","","","","","","","","","","","","","11.2","11.2"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/05/2018","UG/M3","7.7","","","","","","","","","","","","","","","","","","","","","","","","7.7","7.7"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/06/2018","UG/M3","4.6","","","","","","","","","","","","","","","","","","","","","","","","4.6","4.6"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/07/2018","UG/M3","5.9","","","","","","","","","","","","","","","","","","","","","","","","5.9","5.9"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/08/2018","UG/M3","6.9","","","","","","","","","","","","","","","","","","","","","","","","6.9","6.9"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/09/2018","UG/M3","4.4","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.4"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/10/2018","UG/M3","5.4","","","","","","","","","","","","","","","","","","","","","","","","5.4","5.4"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/11/2018","UG/M3","2.4","","","","","","","","","","","","","","","","","","","","","","","","2.4","2.4"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/12/2018","UG/M3","3.2","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.2"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/13/2018","UG/M3","5.3","","","","","","","","","","","","","","","","","","","","","","","","5.3","5.3"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/14/2018","UG/M3","7.9","","","","","","","","","","","","","","","","","","","","","","","","7.9","7.9"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/15/2018","UG/M3","8.7","","","","","","","","","","","","","","","","","","","","","","","","8.7","8.7"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/16/2018","UG/M3","4.3","","","","","","","","","","","","","","","","","","","","","","","","4.3","4.3"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/17/2018","UG/M3","5.0","","","","","","","","","","","","","","","","","","","","","","","","5.0","5.0"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/18/2018","UG/M3","3.3","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.3"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/19/2018","UG/M3","2.2","","","","","","","","","","","","","","","","","","","","","","","","2.2","2.2"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/20/2018","UG/M3","3.4","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.4"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/21/2018","UG/M3","2.7","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.7"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/22/2018","UG/M3","4.7","","","","","","","","","","","","","","","","","","","","","","","","4.7","4.7"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/23/2018","UG/M3","2.5","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/24/2018","UG/M3","2.2","","","","","","","","","","","","","","","","","","","","","","","","2.2","2.2"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/25/2018","UG/M3","2.3","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.3"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/26/2018","UG/M3","2.7","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.7"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/27/2018","UG/M3","3.4","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.4"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/28/2018","UG/M3","4.4","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.4"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/29/2018","UG/M3","3.2","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.2"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/30/2018","UG/M3","4.5","","","","","","","","","","","","","","","","","","","","","","","","4.5","4.5"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","01/31/2018","UG/M3","7.1","","","","","","","","","","","","","","","","","","","","","","","","7.1","7.1"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/01/2018","UG/M3","4.0","","","","","","","","","","","","","","","","","","","","","","","","4.0","4.0"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/02/2018","UG/M3","2.8","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.8"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/03/2018","UG/M3","3.2","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.2"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/04/2018","UG/M3","1.5","","","","","","","","","","","","","","","","","","","","","","","","1.5","1.5"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/05/2018","UG/M3","1.9","","","","","","","","","","","","","","","","","","","","","","","","1.9","1.9"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/06/2018","UG/M3","3.8","","","","","","","","","","","","","","","","","","","","","","","","3.8","3.8"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/07/2018","UG/M3","7.8","","","","","","","","","","","","","","","","","","","","","","","","7.8","7.8"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/08/2018","UG/M3","4.5","","","","","","","","","","","","","","","","","","","","","","","","4.5","4.5"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/09/2018","UG/M3","4.3","","","","","","","","","","","","","","","","","","","","","","","","4.3","4.3"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/10/2018","UG/M3","6.9","","","","","","","","","","","","","","","","","","","","","","","","6.9","6.9"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/11/2018","UG/M3","11.0","","","","","","","","","","","","","","","","","","","","","","","","11.0","11.0"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/12/2018","UG/M3","6.6","","","","","","","","","","","","","","","","","","","","","","","","6.6","6.6"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/13/2018","UG/M3","11.3","","","","","","","","","","","","","","","","","","","","","","","","11.3","11.3"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/14/2018","UG/M3","5.6","","","","","","","","","","","","","","","","","","","","","","","","5.6","5.6"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/15/2018","UG/M3","5.9","","","","","","","","","","","","","","","","","","","","","","","","5.9","5.9"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/16/2018","UG/M3","4.7","","","","","","","","","","","","","","","","","","","","","","","","4.7","4.7"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/17/2018","UG/M3","2.3","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.3"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/18/2018","UG/M3","2.5","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/19/2018","UG/M3","4.6","","","","","","","","","","","","","","","","","","","","","","","","4.6","4.6"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/20/2018","UG/M3","6.0","","","","","","","","","","","","","","","","","","","","","","","","6.0","6.0"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/21/2018","UG/M3","10.3","","","","","","","","","","","","","","","","","","","","","","","","10.3","10.3"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/22/2018","UG/M3","4.3","","","","","","","","","","","","","","","","","","","","","","","","4.3","4.3"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/23/2018","UG/M3","9.2","","","","","","","","","","","","","","","","","","","","","","","","9.2","9.2"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/24/2018","UG/M3","4.4","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.4"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/25/2018","UG/M3","3.8","","","","","","","","","","","","","","","","","","","","","","","","3.8","3.8"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/26/2018","UG/M3","7.4","","","","","","","","","","","","","","","","","","","","","","","","7.4","7.4"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/27/2018","UG/M3","7.5","","","","","","","","","","","","","","","","","","","","","","","","7.5","7.5"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","02/28/2018","UG/M3","3.5","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.5"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/01/2018","UG/M3","3.6","","","","","","","","","","","","","","","","","","","","","","","","3.6","3.6"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/02/2018","UG/M3","2.9","","","","","","","","","","","","","","","","","","","","","","","","2.9","2.9"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/03/2018","UG/M3","6.3","","","","","","","","","","","","","","","","","","","","","","","","6.3","6.3"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/04/2018","UG/M3","7.3","","","","","","","","","","","","","","","","","","","","","","","","7.3","7.3"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/05/2018","UG/M3","4.6","","","","","","","","","","","","","","","","","","","","","","","","4.6","4.6"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/06/2018","UG/M3","5.1","","","","","","","","","","","","","","","","","","","","","","","","5.1","5.1"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/07/2018","UG/M3","7.2","","","","","","","","","","","","","","","","","","","","","","","","7.2","7.2"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/08/2018","UG/M3","5.1","","","","","","","","","","","","","","","","","","","","","","","","5.1","5.1"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/09/2018","UG/M3","3.7","","","","","","","","","","","","","","","","","","","","","","","","3.7","3.7"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/10/2018","UG/M3","5.8","","","","","","","","","","","","","","","","","","","","","","","","5.8","5.8"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/11/2018","UG/M3","7.2","","","","","","","","","","","","","","","","","","","","","","","","7.2","7.2"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/12/2018","UG/M3","5.7","","","","","","","","","","","","","","","","","","","","","","","","5.7","5.7"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/13/2018","UG/M3","4.8","","","","","","","","","","","","","","","","","","","","","","","","4.8","4.8"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/14/2018","UG/M3","4.0","","","","","","","","","","","","","","","","","","","","","","","","4.0","4.0"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/15/2018","UG/M3","4.9","","","","","","","","","","","","","","","","","","","","","","","","4.9","4.9"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/16/2018","UG/M3","7.0","","","","","","","","","","","","","","","","","","","","","","","","7.0","7.0"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/17/2018","UG/M3","6.2","","","","","","","","","","","","","","","","","","","","","","","","6.2","6.2"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/18/2018","UG/M3","4.9","","","","","","","","","","","","","","","","","","","","","","","","4.9","4.9"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/19/2018","UG/M3","5.9","","","","","","","","","","","","","","","","","","","","","","","","5.9","5.9"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/20/2018","UG/M3","6.8","","","","","","","","","","","","","","","","","","","","","","","","6.8","6.8"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/21/2018","UG/M3","8.3","","","","","","","","","","","","","","","","","","","","","","","","8.3","8.3"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/22/2018","UG/M3","1.9","","","","","","","","","","","","","","","","","","","","","","","","1.9","1.9"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/23/2018","UG/M3","1.9","","","","","","","","","","","","","","","","","","","","","","","","1.9","1.9"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/24/2018","UG/M3","2.6","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.6"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/25/2018","UG/M3","3.3","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.3"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/26/2018","UG/M3","3.4","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.4"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/27/2018","UG/M3","3.0","","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/28/2018","UG/M3","4.8","","","","","","","","","","","","","","","","","","","","","","","","4.8","4.8"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/29/2018","UG/M3","5.1","","","","","","","","","","","","","","","","","","","","","","","","5.1","5.1"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/30/2018","UG/M3","3.4","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.4"
"WA1","Chehalis-Market Blvd","530410004","PM2.5-88502","88502","4","","24 Hrs","03/31/2018","UG/M3","3.8","","","","","","","","","","","","","","","","","","","","","","","","3.8","3.8"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/01/2018","UG/M3","5.4","","","","","","","","","","","","","","","","","","","","","","","","5.4","5.4"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/02/2018","UG/M3","5.0","","","","","","","","","","","","","","","","","","","","","","","","5.0","5.0"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/03/2018","UG/M3","6.3","","","","","","","","","","","","","","","","","","","","","","","","6.3","6.3"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/04/2018","UG/M3","10.9","","","","","","","","","","","","","","","","","","","","","","","","10.9","10.9"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/05/2018","UG/M3","12.0","","","","","","","","","","","","","","","","","","","","","","","","12.0","12.0"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/06/2018","UG/M3","14.7","","","","","","","","","","","","","","","","","","","","","","","","14.7","14.7"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/07/2018","UG/M3","10.5","","","","","","","","","","","","","","","","","","","","","","","","10.5","10.5"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/08/2018","UG/M3","8.0","","","","","","","","","","","","","","","","","","","","","","","","8.0","8.0"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/09/2018","UG/M3","5.3","","","","","","","","","","","","","","","","","","","","","","","","5.3","5.3"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/10/2018","UG/M3","3.0","","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/11/2018","UG/M3","2.7","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.7"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/12/2018","UG/M3","5.6","","","","","","","","","","","","","","","","","","","","","","","","5.6","5.6"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/13/2018","UG/M3","8.2","","","","","","","","","","","","","","","","","","","","","","","","8.2","8.2"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/14/2018","UG/M3","8.1","","","","","","","","","","","","","","","","","","","","","","","","8.1","8.1"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/15/2018","UG/M3","10.7","","","","","","","","","","","","","","","","","","","","","","","","10.7","10.7"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/16/2018","UG/M3","6.5","","","","","","","","","","","","","","","","","","","","","","","","6.5","6.5"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/17/2018","UG/M3","4.9","","","","","","","","","","","","","","","","","","","","","","","","4.9","4.9"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/18/2018","UG/M3","7.1","","","","","","","","","","","","","","","","","","","","","","","","7.1","7.1"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/19/2018","UG/M3","6.2","","","","","","","","","","","","","","","","","","","","","","","","6.2","6.2"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/20/2018","UG/M3","7.8","","","","","","","","","","","","","","","","","","","","","","","","7.8","7.8"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/21/2018","UG/M3","3.9","","","","","","","","","","","","","","","","","","","","","","","","3.9","3.9"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/22/2018","UG/M3","4.9","","","","","","","","","","","","","","","","","","","","","","","","4.9","4.9"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/23/2018","UG/M3","2.8","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.8"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/24/2018","UG/M3","4.6","","","","","","","","","","","","","","","","","","","","","","","","4.6","4.6"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/25/2018","UG/M3","5.5","","","","","","","","","","","","","","","","","","","","","","","","5.5","5.5"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/26/2018","UG/M3","4.7","","","","","","","","","","","","","","","","","","","","","","","","4.7","4.7"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/27/2018","UG/M3","4.0","","","","","","","","","","","","","","","","","","","","","","","","4.0","4.0"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/28/2018","UG/M3","4.4","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.4"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/29/2018","UG/M3","6.2","","","","","","","","","","","","","","","","","","","","","","","","6.2","6.2"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/30/2018","UG/M3","2.0","","","","","","","","","","","","","","","","","","","","","","","","2.0","2.0"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","01/31/2018","UG/M3","3.0","","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/01/2018","UG/M3","3.8","","","","","","","","","","","","","","","","","","","","","","","","3.8","3.8"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/02/2018","UG/M3","4.7","","","","","","","","","","","","","","","","","","","","","","","","4.7","4.7"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/03/2018","UG/M3","5.2","","","","","","","","","","","","","","","","","","","","","","","","5.2","5.2"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/04/2018","UG/M3","3.0","","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/05/2018","UG/M3","3.3","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.3"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/06/2018","UG/M3","4.9","","","","","","","","","","","","","","","","","","","","","","","","4.9","4.9"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/07/2018","UG/M3","4.7","","","","","","","","","","","","","","","","","","","","","","","","4.7","4.7"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/08/2018","UG/M3","1.3","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.3"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/09/2018","UG/M3","3.2","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.2"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/10/2018","UG/M3","3.9","","","","","","","","","","","","","","","","","","","","","","","","3.9","3.9"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/11/2018","UG/M3","3.8","","","","","","","","","","","","","","","","","","","","","","","","3.8","3.8"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/12/2018","UG/M3","3.2","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.2"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/13/2018","UG/M3","5.1","","","","","","","","","","","","","","","","","","","","","","","","5.1","5.1"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/14/2018","UG/M3","6.6","","","","","","","","","","","","","","","","","","","","","","","","6.6","6.6"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/15/2018","UG/M3","4.1","","","","","","","","","","","","","","","","","","","","","","","","4.1","4.1"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/16/2018","UG/M3","2.7","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.7"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/17/2018","UG/M3","2.2","","","","","","","","","","","","","","","","","","","","","","","","2.2","2.2"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/18/2018","UG/M3","1.9","","","","","","","","","","","","","","","","","","","","","","","","1.9","1.9"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/19/2018","UG/M3","2.5","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/20/2018","UG/M3","3.0","","","","","","","","","","","","","","","","","","","","","","","","3.0","3.0"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/21/2018","UG/M3","3.3","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.3"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/22/2018","UG/M3","4.3","","","","","","","","","","","","","","","","","","","","","","","","4.3","4.3"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/23/2018","UG/M3","4.1","","","","","","","","","","","","","","","","","","","","","","","","4.1","4.1"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/24/2018","UG/M3","3.4","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.4"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/25/2018","UG/M3","1.4","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.4"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/26/2018","UG/M3","1.9","","","","","","","","","","","","","","","","","","","","","","","","1.9","1.9"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/27/2018","UG/M3","3.2","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.2"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","02/28/2018","UG/M3","3.3","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.3"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","03/01/2018","UG/M3","1.9","","","","","","","","","","","","","","","","","","","","","","","","1.9","1.9"
"WA1","Chelan-Woodin Ave","530070007","PM2.5-88502","88502","4","","24 Hrs","03/02/2018","UG/M3","2.3","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.3"
